Market_Size,Growth_Rate,Product_Type,Price_Range,Geography,Age_Group,Gender,Income_Level,Location,Preferred_Product_Type,Purchase_Channel,Purchase_Frequency,Trending_Ingredients,Key_Players,Avg_Rating,Social_Media_Sentiment,Region,Market_Forecast,Opportunities
471000000,8.33151835535884,Makeup,Budget,Global,55+,Non-binary,Low,Urban,Soaps,Physical Stores,9,Neem,Brand A,4.1,0.24,Asia,604000000,Expansion in Asia
970000000,12.5776862649901,Skincare,Budget,Country-Specific,55+,Male,Middle,Rural,Hair Oils,Online,3,Turmeric,Brand C,4.5,0.15,Asia,617000000,Expansion in Asia
688000000,10.2817428359726,Skincare,Mid-range,Global,25-34,Non-binary,High,Rural,Hair Oils,E-commerce Platform,4,Rose Water,Brand D,4.6,0.93,South America,744000000,New Product Lines
297000000,18.0332372030304,Haircare,Premium,Country-Specific,55+,Male,Low,Urban,Soaps,Physical Stores,9,Coconut Oil,Brand A,2.9,-0.74,North America,955000000,New Product Lines
641000000,17.6066787804752,Haircare,Budget,Regional,35-44,Female,High,Suburban,Face Creams,Online,6,Aloe Vera,Brand B,3.3,-0.28,Europe,738000000,Sustainability Focus
689000000,8.13426474669713,Skincare,Mid-range,Country-Specific,55+,Female,High,Urban,Shampoos,E-commerce Platform,4,Rose Water,Brand A,1.3,0.29,Africa,860000000,Expansion in Asia
668000000,5.79938270508643,Haircare,Budget,Country-Specific,35-44,Non-binary,Low,Rural,Face Creams,Offline,7,Aloe Vera,Brand D,4.7,0.77,Africa,739000000,New Product Lines
867000000,17.6930048072702,Haircare,Budget,Country-Specific,35-44,Prefer not to say,Low,Urban,Hair Oils,Online,8,Aloe Vera,Brand A,2.2,-0.02,Africa,1938000000,Expansion in Asia
428000000,17.806521148223,Haircare,Mid-range,Country-Specific,45-54,Female,Middle,Urban,Face Creams,E-commerce Platform,9,Turmeric,Brand A,1.7,-0.04,Asia,1735000000,New Product Lines
217000000,5.07391446838978,Haircare,Mid-range,Global,45-54,Prefer not to say,High,Suburban,Face Creams,E-commerce Platform,10,Aloe Vera,Brand C,2.6,0.89,Africa,644000000,New Product Lines
108000000,10.5044669662612,Haircare,Premium,Regional,18-24,Prefer not to say,High,Rural,Conditioners,Offline,11,Coconut Oil,Brand B,1.7,-0.44,Asia,947000000,Expansion in Asia
271000000,16.8786034752645,Skincare,Budget,Regional,55+,Female,High,Rural,Conditioners,Online,6,Turmeric,Brand B,2.4,-0.93,Europe,1908000000,Sustainability Focus
338000000,8.50616586270068,Skincare,Premium,Global,35-44,Prefer not to say,Low,Urban,Soaps,Online,3,Aloe Vera,Brand D,3.1,0.36,North America,711000000,New Product Lines
164000000,13.7629501645914,Skincare,Premium,Country-Specific,35-44,Male,Middle,Urban,Face Creams,Offline,5,Coconut Oil,Brand A,1.2,-0.42,Europe,1344000000,New Product Lines
659000000,9.44805643687239,Makeup,Budget,Country-Specific,25-34,Prefer not to say,High,Urban,Soaps,Offline,2,Turmeric,Brand B,1,-0.32,North America,595000000,Expansion in Asia
935000000,15.3808577136351,Makeup,Mid-range,Country-Specific,55+,Non-binary,Middle,Suburban,Hair Oils,Offline,3,Rose Water,Brand B,1.1,0.21,North America,773000000,Expansion in Asia
120000000,19.1761218227772,Haircare,Mid-range,Country-Specific,18-24,Male,Middle,Urban,Hair Oils,E-commerce Platform,1,Turmeric,Brand D,4.2,0.4,South America,543000000,New Product Lines
361000000,5.94700851086345,Makeup,Mid-range,Global,18-24,Prefer not to say,High,Urban,Hair Oils,Online,4,Rose Water,Brand B,1.2,-0.34,Africa,1455000000,Sustainability Focus
649000000,14.191554024719,Makeup,Budget,Global,18-24,Female,High,Suburban,Soaps,E-commerce Platform,8,Turmeric,Brand D,3.8,0.89,Africa,1480000000,Expansion in Asia
648000000,11.856796608148,Haircare,Mid-range,Global,18-24,Prefer not to say,Middle,Urban,Conditioners,Online,8,Coconut Oil,Brand A,1.7,-0.14,Europe,1428000000,New Product Lines
592000000,10.7865831414217,Makeup,Premium,Regional,45-54,Non-binary,Middle,Urban,Shampoos,E-commerce Platform,10,Turmeric,Brand A,2.2,0.85,North America,1876000000,New Product Lines
317000000,12.6717471114108,Skincare,Premium,Global,25-34,Non-binary,Middle,Suburban,Face Creams,Physical Stores,2,Turmeric,Brand D,1.9,-0.86,Asia,1430000000,Sustainability Focus
804000000,11.9779123613117,Skincare,Premium,Global,18-24,Male,Low,Urban,Soaps,Offline,6,Rose Water,Brand D,3.1,0.63,Europe,927000000,Expansion in Asia
944000000,15.638827235302,Makeup,Premium,Regional,45-54,Male,Middle,Rural,Hair Oils,Offline,2,Aloe Vera,Brand C,4.6,-0.27,Africa,526000000,Sustainability Focus
262000000,19.7565188538706,Skincare,Mid-range,Global,18-24,Female,High,Urban,Hair Oils,Online,3,Coconut Oil,Brand C,3.4,-0.17,Asia,1210000000,Expansion in Asia
931000000,5.74689329911169,Makeup,Budget,Country-Specific,45-54,Non-binary,Middle,Suburban,Face Creams,E-commerce Platform,8,Aloe Vera,Brand D,2.9,0.85,North America,1741000000,Expansion in Asia
135000000,15.1656392975058,Skincare,Mid-range,Regional,25-34,Non-binary,Low,Urban,Face Creams,Physical Stores,6,Coconut Oil,Brand A,4.3,-0.07,Africa,711000000,Expansion in Asia
972000000,10.0708181274334,Makeup,Budget,Regional,35-44,Non-binary,Middle,Urban,Soaps,Online,9,Neem,Brand D,4.2,0.38,North America,1373000000,Expansion in Asia
879000000,6.59112325911281,Skincare,Mid-range,Regional,55+,Non-binary,High,Urban,Hair Oils,Physical Stores,2,Rose Water,Brand D,1.7,-0.92,South America,1521000000,Sustainability Focus
949000000,17.7098378017607,Haircare,Budget,Global,55+,Prefer not to say,Low,Suburban,Shampoos,Online,4,Rose Water,Brand B,2.8,-0.62,Europe,1607000000,New Product Lines
760000000,13.6971837377767,Skincare,Budget,Regional,55+,Female,Low,Suburban,Face Creams,Offline,4,Neem,Brand C,3.8,0.74,Africa,575000000,New Product Lines
688000000,12.0768025913632,Makeup,Mid-range,Regional,45-54,Prefer not to say,High,Rural,Shampoos,Offline,5,Rose Water,Brand A,4.6,-0.69,Europe,1204000000,Expansion in Asia
449000000,6.17778557857975,Skincare,Budget,Regional,25-34,Female,Low,Suburban,Conditioners,Online,11,Neem,Brand D,2.6,0.79,North America,1373000000,New Product Lines
547000000,11.2601566289051,Makeup,Budget,Regional,45-54,Male,High,Rural,Shampoos,Physical Stores,5,Aloe Vera,Brand B,2,-0.93,North America,1162000000,Expansion in Asia
722000000,18.4221191940315,Haircare,Budget,Global,35-44,Female,Low,Suburban,Face Creams,Offline,11,Neem,Brand A,3.2,-0.44,Asia,1431000000,New Product Lines
300000000,9.60110897110844,Haircare,Mid-range,Country-Specific,18-24,Male,Middle,Rural,Hair Oils,Offline,9,Neem,Brand D,2.5,-0.21,South America,697000000,Sustainability Focus
496000000,17.6029441786482,Makeup,Premium,Global,45-54,Female,Low,Suburban,Hair Oils,E-commerce Platform,7,Turmeric,Brand C,3.9,0.11,South America,1527000000,Expansion in Asia
593000000,11.2962657088987,Skincare,Premium,Regional,18-24,Male,Middle,Urban,Conditioners,Physical Stores,2,Aloe Vera,Brand C,1.3,-0.74,South America,1500000000,New Product Lines
127000000,18.9090566660152,Makeup,Mid-range,Regional,45-54,Non-binary,Middle,Rural,Shampoos,Online,3,Aloe Vera,Brand C,2.5,-0.13,Asia,1238000000,Sustainability Focus
503000000,16.5147439825265,Skincare,Budget,Regional,45-54,Male,Middle,Suburban,Soaps,Physical Stores,4,Turmeric,Brand A,5,-0.6,North America,1495000000,Sustainability Focus
960000000,8.83127479926892,Makeup,Budget,Global,18-24,Prefer not to say,Middle,Suburban,Conditioners,Physical Stores,11,Turmeric,Brand A,2.2,-0.17,Europe,1513000000,Sustainability Focus
397000000,18.7420206734134,Skincare,Budget,Global,18-24,Female,Middle,Rural,Hair Oils,Offline,6,Turmeric,Brand A,2.2,-0.25,Europe,522000000,Sustainability Focus
279000000,15.4497545332441,Makeup,Premium,Country-Specific,45-54,Female,Middle,Rural,Soaps,E-commerce Platform,9,Coconut Oil,Brand A,3.8,-0.7,Europe,1320000000,Expansion in Asia
656000000,10.9298028722279,Haircare,Premium,Global,45-54,Prefer not to say,Middle,Suburban,Conditioners,E-commerce Platform,8,Coconut Oil,Brand C,1.8,0.83,Asia,1439000000,Expansion in Asia
287000000,5.35962925002345,Haircare,Mid-range,Country-Specific,18-24,Female,Low,Urban,Hair Oils,E-commerce Platform,9,Rose Water,Brand A,1.4,0.41,North America,1424000000,Sustainability Focus
851000000,19.4410717944491,Skincare,Premium,Regional,25-34,Non-binary,Low,Rural,Soaps,Physical Stores,6,Coconut Oil,Brand A,1.4,-0.42,Europe,1107000000,New Product Lines
871000000,18.3308295118555,Haircare,Premium,Regional,55+,Prefer not to say,High,Urban,Conditioners,E-commerce Platform,2,Neem,Brand A,3.2,-0.85,Africa,1681000000,Sustainability Focus
972000000,17.3470231680992,Skincare,Budget,Regional,25-34,Female,Middle,Suburban,Hair Oils,Physical Stores,3,Rose Water,Brand D,3.7,-0.2,South America,535000000,New Product Lines
714000000,18.7171974845659,Haircare,Mid-range,Regional,45-54,Female,High,Suburban,Conditioners,Offline,5,Neem,Brand B,2.3,-0.15,Africa,1443000000,New Product Lines
872000000,12.134603072204,Haircare,Mid-range,Global,55+,Non-binary,High,Urban,Shampoos,Offline,6,Coconut Oil,Brand B,4.2,-0.28,Europe,1895000000,New Product Lines
664000000,15.9729961087538,Haircare,Budget,Global,25-34,Prefer not to say,Middle,Urban,Face Creams,Physical Stores,2,Neem,Brand A,1.2,-0.54,South America,1223000000,New Product Lines
559000000,6.5837709653474,Skincare,Premium,Country-Specific,45-54,Male,Low,Rural,Shampoos,E-commerce Platform,1,Turmeric,Brand B,4.2,-0.82,Asia,1820000000,Sustainability Focus
989000000,17.2773124564791,Skincare,Premium,Global,18-24,Non-binary,High,Urban,Hair Oils,Physical Stores,6,Neem,Brand C,1.2,-0.81,South America,1998000000,Sustainability Focus
580000000,9.53246076145118,Skincare,Mid-range,Global,25-34,Prefer not to say,High,Rural,Face Creams,Offline,7,Turmeric,Brand D,4.7,-0.47,Africa,1361000000,Sustainability Focus
363000000,15.3548306720877,Haircare,Mid-range,Global,35-44,Male,Middle,Urban,Shampoos,Physical Stores,11,Rose Water,Brand B,4.4,-0.62,South America,945000000,Expansion in Asia
303000000,12.4168339944561,Skincare,Budget,Global,55+,Female,Middle,Urban,Soaps,E-commerce Platform,9,Aloe Vera,Brand D,1.1,-0.26,Asia,1047000000,Expansion in Asia
817000000,8.44211850031894,Haircare,Mid-range,Global,55+,Male,Middle,Rural,Soaps,E-commerce Platform,3,Turmeric,Brand A,2.9,-0.61,Europe,1681000000,New Product Lines
751000000,11.4654499138414,Makeup,Premium,Country-Specific,45-54,Female,Low,Suburban,Face Creams,Online,10,Turmeric,Brand D,1.1,1,Europe,1448000000,Sustainability Focus
202000000,14.0644705130945,Skincare,Budget,Regional,18-24,Non-binary,Low,Rural,Conditioners,Physical Stores,2,Coconut Oil,Brand A,1,-0.32,Asia,1150000000,Expansion in Asia
322000000,5.30076623426771,Haircare,Mid-range,Country-Specific,55+,Non-binary,High,Suburban,Hair Oils,E-commerce Platform,11,Turmeric,Brand B,2.8,0.95,North America,1398000000,Expansion in Asia
509000000,9.88887914565975,Makeup,Premium,Regional,35-44,Male,Low,Rural,Shampoos,Online,4,Neem,Brand C,3.7,-0.19,Africa,1219000000,New Product Lines
730000000,14.2850031199046,Makeup,Premium,Country-Specific,45-54,Prefer not to say,High,Rural,Soaps,E-commerce Platform,1,Turmeric,Brand D,1.1,0.04,Europe,1108000000,New Product Lines
585000000,13.4772814066847,Haircare,Budget,Country-Specific,55+,Male,Middle,Suburban,Soaps,Online,5,Neem,Brand D,3.4,0.31,Europe,1473000000,Sustainability Focus
976000000,7.36376307901487,Haircare,Mid-range,Regional,55+,Prefer not to say,Middle,Urban,Conditioners,E-commerce Platform,10,Aloe Vera,Brand B,3.1,0.78,Europe,870000000,New Product Lines
166000000,13.9724217252587,Makeup,Budget,Country-Specific,35-44,Male,Low,Urban,Shampoos,Online,11,Aloe Vera,Brand C,3.9,0.01,Europe,952000000,New Product Lines
222000000,6.13059522097371,Skincare,Premium,Regional,35-44,Non-binary,Low,Urban,Conditioners,Online,10,Turmeric,Brand D,3.8,0.87,Asia,1605000000,Sustainability Focus
927000000,9.6693545842596,Makeup,Budget,Country-Specific,25-34,Non-binary,High,Suburban,Soaps,Offline,1,Turmeric,Brand C,4.5,0.92,Africa,1804000000,Sustainability Focus
912000000,10.8886077877314,Makeup,Premium,Global,35-44,Prefer not to say,High,Urban,Soaps,E-commerce Platform,9,Aloe Vera,Brand D,1,0.57,Europe,1045000000,Expansion in Asia
226000000,8.97045157106835,Haircare,Budget,Regional,18-24,Prefer not to say,High,Suburban,Conditioners,Offline,10,Rose Water,Brand C,3.6,-0.04,Europe,1433000000,Sustainability Focus
708000000,18.8190979046706,Skincare,Premium,Global,45-54,Prefer not to say,Low,Urban,Conditioners,Online,2,Rose Water,Brand D,2.3,-0.17,North America,1645000000,Sustainability Focus
833000000,11.9454251478215,Haircare,Budget,Regional,35-44,Male,Middle,Urban,Soaps,E-commerce Platform,6,Aloe Vera,Brand A,4.2,-0.88,Asia,746000000,Expansion in Asia
988000000,12.3055609754145,Makeup,Mid-range,Global,45-54,Prefer not to say,Low,Suburban,Face Creams,E-commerce Platform,2,Turmeric,Brand A,1.9,0.71,Europe,1120000000,New Product Lines
161000000,11.3005904360317,Makeup,Premium,Regional,25-34,Female,High,Urban,Hair Oils,Offline,10,Coconut Oil,Brand C,2.1,0.52,South America,1643000000,Sustainability Focus
792000000,13.8732041260058,Haircare,Premium,Global,35-44,Non-binary,High,Suburban,Shampoos,Physical Stores,3,Aloe Vera,Brand C,3.7,-0.13,Europe,1560000000,New Product Lines
883000000,12.5443370042144,Skincare,Premium,Regional,18-24,Female,Middle,Urban,Shampoos,Offline,8,Turmeric,Brand C,3.2,-0.12,North America,1251000000,New Product Lines
549000000,13.8460043739406,Makeup,Mid-range,Country-Specific,45-54,Male,Low,Urban,Conditioners,Offline,3,Aloe Vera,Brand B,3.9,-0.2,Asia,974000000,New Product Lines
523000000,6.86208374533601,Makeup,Budget,Global,45-54,Prefer not to say,High,Rural,Soaps,Offline,4,Turmeric,Brand D,1.4,0.03,Europe,768000000,New Product Lines
990000000,15.5839115036411,Makeup,Mid-range,Global,35-44,Male,High,Urban,Conditioners,Physical Stores,2,Coconut Oil,Brand D,3.1,-0.58,South America,823000000,Expansion in Asia
618000000,9.54987745084011,Skincare,Premium,Regional,45-54,Non-binary,Low,Urban,Conditioners,E-commerce Platform,5,Neem,Brand D,4.8,-0.67,Europe,1890000000,Sustainability Focus
897000000,7.14560677727608,Haircare,Mid-range,Country-Specific,55+,Non-binary,Low,Rural,Face Creams,E-commerce Platform,6,Turmeric,Brand A,2.6,0.59,Europe,1295000000,Sustainability Focus
724000000,8.7942460691903,Skincare,Premium,Global,35-44,Male,High,Suburban,Soaps,Offline,11,Turmeric,Brand D,1.8,-0.01,Africa,1102000000,New Product Lines
125000000,12.3217692309757,Makeup,Premium,Country-Specific,18-24,Prefer not to say,Low,Urban,Soaps,Physical Stores,5,Aloe Vera,Brand A,2,0.14,South America,990000000,New Product Lines
911000000,9.54893327774061,Makeup,Budget,Global,25-34,Male,Middle,Suburban,Shampoos,Physical Stores,1,Coconut Oil,Brand B,4,-0.43,Europe,1217000000,Sustainability Focus
473000000,10.4325864303783,Haircare,Mid-range,Country-Specific,45-54,Non-binary,High,Suburban,Hair Oils,E-commerce Platform,9,Rose Water,Brand B,4.2,0.78,South America,1637000000,Sustainability Focus
364000000,14.846523944206,Makeup,Budget,Global,35-44,Female,Low,Rural,Conditioners,Online,7,Turmeric,Brand A,4.1,-0.49,North America,1181000000,Expansion in Asia
719000000,6.096622060901,Haircare,Premium,Country-Specific,25-34,Female,High,Suburban,Face Creams,Physical Stores,8,Coconut Oil,Brand B,4.5,0.65,North America,789000000,Sustainability Focus
235000000,14.3987096627435,Skincare,Mid-range,Regional,45-54,Female,Low,Rural,Hair Oils,Online,9,Neem,Brand D,3.9,-0.61,Asia,514000000,Expansion in Asia
959000000,18.070838079475,Skincare,Budget,Regional,45-54,Female,Low,Rural,Conditioners,Offline,2,Aloe Vera,Brand D,3.4,0.5,Africa,808000000,Expansion in Asia
591000000,16.8701762881332,Skincare,Budget,Country-Specific,25-34,Female,Middle,Urban,Face Creams,Physical Stores,11,Aloe Vera,Brand D,1.1,-0.04,North America,1634000000,New Product Lines
170000000,13.586460950165,Haircare,Budget,Global,35-44,Male,Low,Urban,Shampoos,E-commerce Platform,5,Neem,Brand D,2.3,0.41,South America,548000000,New Product Lines
213000000,16.6703904827055,Skincare,Premium,Global,25-34,Non-binary,High,Urban,Soaps,Offline,3,Turmeric,Brand D,1.1,-0.1,North America,1053000000,Sustainability Focus
427000000,7.7885687487288,Makeup,Budget,Country-Specific,35-44,Female,Middle,Suburban,Shampoos,E-commerce Platform,2,Rose Water,Brand C,3.8,0.08,North America,900000000,Sustainability Focus
489000000,8.85962688468795,Makeup,Budget,Country-Specific,55+,Female,Low,Suburban,Face Creams,E-commerce Platform,8,Coconut Oil,Brand D,2,-0.66,North America,1709000000,New Product Lines
679000000,12.89942202794,Haircare,Premium,Country-Specific,45-54,Non-binary,Middle,Suburban,Shampoos,Offline,11,Turmeric,Brand C,2.3,0.31,South America,1921000000,Expansion in Asia
277000000,12.891395022184,Makeup,Premium,Country-Specific,35-44,Female,Low,Suburban,Hair Oils,Online,4,Coconut Oil,Brand A,2.9,-0.13,Europe,1964000000,New Product Lines
659000000,18.6598514176339,Haircare,Mid-range,Country-Specific,45-54,Non-binary,High,Suburban,Hair Oils,Offline,5,Coconut Oil,Brand A,1.9,0.61,Asia,1268000000,Sustainability Focus
300000000,9.73714191153918,Makeup,Premium,Regional,18-24,Prefer not to say,Middle,Urban,Soaps,Physical Stores,6,Coconut Oil,Brand A,2.4,-0.19,Africa,1749000000,Expansion in Asia
131000000,5.27332622348378,Makeup,Premium,Regional,45-54,Female,Low,Suburban,Conditioners,Physical Stores,9,Coconut Oil,Brand D,2.8,-0.82,Europe,1292000000,Expansion in Asia
977000000,8.09086248235305,Haircare,Budget,Regional,55+,Prefer not to say,Low,Urban,Soaps,E-commerce Platform,10,Neem,Brand C,1.6,-0.2,South America,1604000000,Sustainability Focus
923000000,10.5626032161368,Makeup,Mid-range,Country-Specific,35-44,Male,Middle,Suburban,Soaps,Offline,8,Neem,Brand A,3,-0.69,North America,1064000000,Expansion in Asia
145000000,10.0545952613794,Haircare,Mid-range,Regional,35-44,Prefer not to say,Middle,Urban,Face Creams,Physical Stores,7,Rose Water,Brand B,3.4,0.24,Europe,1371000000,New Product Lines
807000000,17.0765964424333,Makeup,Budget,Country-Specific,35-44,Female,Middle,Urban,Hair Oils,Physical Stores,2,Aloe Vera,Brand C,3.4,-0.04,North America,1014000000,New Product Lines
662000000,17.0359966500815,Makeup,Mid-range,Global,18-24,Prefer not to say,Low,Urban,Conditioners,Online,9,Neem,Brand C,4.6,0.82,Europe,993000000,Sustainability Focus
157000000,8.34853842830343,Skincare,Premium,Country-Specific,35-44,Female,Middle,Suburban,Face Creams,E-commerce Platform,3,Neem,Brand B,3.7,0.92,North America,1243000000,New Product Lines
832000000,16.1363324605305,Skincare,Premium,Country-Specific,55+,Prefer not to say,Middle,Rural,Conditioners,E-commerce Platform,1,Neem,Brand C,4.2,-0.26,Africa,1945000000,Expansion in Asia
183000000,14.3434590390013,Haircare,Mid-range,Country-Specific,18-24,Female,Low,Suburban,Face Creams,Online,5,Coconut Oil,Brand C,1.5,0.03,South America,1453000000,Sustainability Focus
898000000,8.76384271091622,Haircare,Premium,Global,55+,Non-binary,High,Suburban,Soaps,Offline,9,Turmeric,Brand A,4.3,-0.94,North America,851000000,New Product Lines
873000000,5.33347535340498,Makeup,Premium,Country-Specific,25-34,Male,Middle,Urban,Shampoos,Online,5,Turmeric,Brand C,4.1,0.96,North America,1981000000,Sustainability Focus
692000000,19.7602567700089,Haircare,Mid-range,Global,55+,Non-binary,Low,Suburban,Face Creams,E-commerce Platform,3,Neem,Brand C,3.9,0.49,North America,1202000000,Sustainability Focus
314000000,12.688506716786,Makeup,Premium,Country-Specific,18-24,Male,Low,Suburban,Shampoos,E-commerce Platform,9,Coconut Oil,Brand D,1.3,-0.95,North America,662000000,New Product Lines
788000000,15.9335352300999,Haircare,Mid-range,Regional,35-44,Prefer not to say,Low,Suburban,Hair Oils,Online,9,Coconut Oil,Brand B,2.7,-0.75,Africa,1301000000,Expansion in Asia
920000000,10.8379003170579,Haircare,Premium,Country-Specific,55+,Non-binary,High,Urban,Soaps,E-commerce Platform,2,Rose Water,Brand A,2.2,-0.44,North America,928000000,Sustainability Focus
184000000,15.9889013822859,Makeup,Budget,Regional,55+,Male,Low,Suburban,Shampoos,Offline,11,Aloe Vera,Brand B,1.2,-0.5,South America,548000000,Sustainability Focus
926000000,6.15979137891699,Skincare,Premium,Country-Specific,25-34,Male,High,Suburban,Hair Oils,Offline,1,Neem,Brand C,4.2,0.04,Asia,1302000000,Expansion in Asia
390000000,15.1599490488539,Skincare,Budget,Country-Specific,45-54,Male,Low,Suburban,Soaps,Online,3,Turmeric,Brand A,2.9,-0.12,South America,1197000000,Sustainability Focus
648000000,12.3023248381997,Haircare,Budget,Regional,18-24,Prefer not to say,High,Suburban,Shampoos,Offline,9,Neem,Brand A,2.9,0.63,Europe,1709000000,Expansion in Asia
285000000,14.2051273925883,Makeup,Premium,Global,35-44,Male,Middle,Rural,Conditioners,Offline,1,Rose Water,Brand D,4.9,-0.81,Africa,1240000000,New Product Lines
208000000,12.524334649536,Haircare,Budget,Global,18-24,Non-binary,High,Suburban,Shampoos,Online,7,Coconut Oil,Brand D,3.7,-0.71,Asia,1787000000,Sustainability Focus
843000000,6.95501565895289,Makeup,Budget,Regional,55+,Male,Middle,Urban,Soaps,E-commerce Platform,10,Turmeric,Brand A,4.6,-0.98,Africa,681000000,Expansion in Asia
469000000,11.5297149792485,Skincare,Mid-range,Country-Specific,18-24,Non-binary,Low,Rural,Conditioners,Physical Stores,6,Neem,Brand A,4.4,0.91,North America,1860000000,Expansion in Asia
537000000,10.8157156414404,Haircare,Premium,Global,35-44,Non-binary,Low,Urban,Soaps,E-commerce Platform,6,Turmeric,Brand C,2.1,-0.02,Europe,1220000000,New Product Lines
180000000,11.810798380732,Haircare,Mid-range,Global,45-54,Non-binary,High,Rural,Soaps,E-commerce Platform,9,Neem,Brand B,1.4,0.5,North America,1743000000,Sustainability Focus
799000000,12.0013949682269,Makeup,Premium,Regional,25-34,Prefer not to say,Middle,Urban,Face Creams,Physical Stores,4,Aloe Vera,Brand A,4.8,0.56,Asia,907000000,Sustainability Focus
459000000,13.9369227587199,Haircare,Budget,Country-Specific,45-54,Non-binary,Middle,Suburban,Hair Oils,Offline,7,Turmeric,Brand D,3.6,-0.14,South America,1418000000,Sustainability Focus
210000000,18.7811987684998,Haircare,Premium,Global,45-54,Female,Low,Rural,Conditioners,Physical Stores,3,Neem,Brand B,3.4,0.57,Africa,1456000000,New Product Lines
902000000,6.62699133968654,Makeup,Premium,Country-Specific,35-44,Male,High,Urban,Face Creams,E-commerce Platform,2,Neem,Brand A,1.9,0.85,Africa,813000000,Sustainability Focus
419000000,6.87581347053775,Skincare,Mid-range,Country-Specific,25-34,Female,Low,Rural,Shampoos,Physical Stores,4,Turmeric,Brand A,4.1,0.98,Asia,856000000,Expansion in Asia
664000000,17.9813638756743,Makeup,Budget,Country-Specific,18-24,Non-binary,High,Urban,Soaps,E-commerce Platform,5,Turmeric,Brand C,3.7,-0.97,North America,1303000000,Sustainability Focus
179000000,14.0291133360391,Skincare,Mid-range,Regional,25-34,Prefer not to say,Middle,Rural,Soaps,Offline,6,Neem,Brand C,4,-0.25,Asia,1080000000,Sustainability Focus
567000000,16.2530438066909,Skincare,Mid-range,Global,18-24,Male,High,Urban,Conditioners,Offline,4,Neem,Brand A,3.3,-0.96,South America,1901000000,Expansion in Asia
218000000,11.8081817339788,Makeup,Premium,Country-Specific,55+,Female,Low,Urban,Shampoos,Offline,7,Aloe Vera,Brand D,3.8,-0.88,North America,1504000000,New Product Lines
770000000,5.96899773338538,Makeup,Mid-range,Country-Specific,45-54,Male,Low,Suburban,Soaps,Physical Stores,10,Rose Water,Brand D,1.7,-0.37,Europe,1306000000,New Product Lines
259000000,8.25753821793565,Haircare,Mid-range,Regional,55+,Male,Middle,Urban,Shampoos,Online,10,Coconut Oil,Brand C,1.6,0.85,Asia,1194000000,Sustainability Focus
637000000,12.5142693071311,Skincare,Premium,Country-Specific,45-54,Non-binary,High,Rural,Shampoos,Online,5,Aloe Vera,Brand A,1.4,-0.14,Africa,647000000,Sustainability Focus
703000000,18.837247556086,Makeup,Budget,Global,25-34,Non-binary,High,Rural,Hair Oils,Offline,2,Coconut Oil,Brand A,3.3,-0.31,Africa,647000000,Expansion in Asia
564000000,7.13437189630235,Makeup,Premium,Global,45-54,Prefer not to say,Low,Rural,Soaps,Online,8,Aloe Vera,Brand C,1.6,-0.96,North America,669000000,Expansion in Asia
994000000,16.2279436806371,Haircare,Budget,Global,45-54,Male,High,Suburban,Hair Oils,Online,7,Aloe Vera,Brand A,3.2,-0.78,Europe,1894000000,New Product Lines
202000000,18.8732976569329,Makeup,Premium,Global,55+,Female,High,Suburban,Face Creams,Offline,1,Aloe Vera,Brand A,4.8,-0.76,South America,1091000000,New Product Lines
652000000,15.6680051089932,Skincare,Budget,Global,25-34,Non-binary,Middle,Rural,Soaps,E-commerce Platform,6,Turmeric,Brand D,1.2,0.21,Europe,1110000000,New Product Lines
108000000,14.0060794504722,Haircare,Mid-range,Global,18-24,Non-binary,Low,Suburban,Hair Oils,E-commerce Platform,9,Rose Water,Brand B,3.1,0.91,Asia,1314000000,Sustainability Focus
796000000,16.562119780148,Makeup,Budget,Country-Specific,55+,Prefer not to say,High,Rural,Face Creams,E-commerce Platform,7,Coconut Oil,Brand D,4.9,0.26,Africa,1200000000,Expansion in Asia
934000000,10.3833068154879,Skincare,Premium,Global,45-54,Prefer not to say,Middle,Suburban,Face Creams,Physical Stores,2,Turmeric,Brand C,1.1,-0.15,Europe,1981000000,New Product Lines
174000000,5.03312348402252,Skincare,Budget,Country-Specific,35-44,Non-binary,Middle,Rural,Conditioners,E-commerce Platform,11,Neem,Brand D,4.2,-0.28,Africa,1496000000,Expansion in Asia
272000000,7.89510495674745,Haircare,Budget,Global,55+,Non-binary,Low,Suburban,Face Creams,Online,2,Rose Water,Brand B,3.2,-0.56,South America,753000000,Sustainability Focus
218000000,18.3940488936295,Skincare,Mid-range,Global,35-44,Non-binary,Middle,Rural,Face Creams,E-commerce Platform,5,Turmeric,Brand D,5,0.56,Africa,1683000000,Sustainability Focus
377000000,11.347616270169,Skincare,Premium,Regional,45-54,Female,High,Rural,Conditioners,Offline,4,Coconut Oil,Brand B,3.6,0.64,South America,1984000000,Expansion in Asia
954000000,7.55982977722342,Haircare,Mid-range,Regional,25-34,Male,Middle,Rural,Conditioners,Online,5,Rose Water,Brand C,1.6,-0.41,Africa,1411000000,New Product Lines
626000000,19.6435620024487,Makeup,Premium,Country-Specific,35-44,Non-binary,Low,Urban,Hair Oils,E-commerce Platform,8,Coconut Oil,Brand C,2.8,0.52,Europe,1230000000,Expansion in Asia
384000000,13.2174007265339,Makeup,Budget,Regional,18-24,Non-binary,High,Rural,Face Creams,E-commerce Platform,2,Aloe Vera,Brand D,2.8,-0.98,Africa,1893000000,Expansion in Asia
